Trace
Swept SA
A.14.10,N9010A
97300.27,-82.633297363156
97400.26,-82.8359880439542
97500.25,-82.1202144472066
97600.24,-82.6026890034254
97700.23,-82.7015883971284
97800.22,-82.4146746653403
97900.21,-83.017920433099
98000.2,-82.5355492575673
98100.19,-82.4918544426467
98200.18,-83.7213125642929
98300.17,-83.4392302203629
98400.16,-82.8362398306307
98500.15,-82.9729955115266
98600.14,-82.5437761157475
98700.13,-83.2436603617357
98800.12,-81.8580158107284
98900.11,-82.951821968536
99000.1,-83.5411023727387
99100.09,-83.3198428407065
99200.08,-82.4388999328355
99300.07,-82.003821456023
99400.06,-82.3128081375672
99500.05,-83.0767269862283
99600.04,-83.2661223929274
99700.03,-83.094807634234
99800.02,-83.1056682241418
99900.01,-82.4571197387923
100000,-83.5977381135426
