Trace
Swept SA
A.14.10,N9010A
3390661,-96.8239428290521
3400660,-96.7890355115868
3410659,-96.3907097695807
3420658,-97.4466101298326
3430657,-97.9749822381534
3440656,-96.8896664024209
3450655,-96.4085845612249
3460654,-96.1721167926193
3470653,-96.9352040733788
3480652,-96.7832787619426
3490651,-97.2607103838262
3500650,-96.982375872244
3510649,-96.5952709688898
3520648,-97.01882681758
3530647,-97.1719218621602
3540646,-97.4965287985218
3550645,-97.5494697981294
3560644,-97.9351362064026
3570643,-98.3367296449466
3580642,-96.7326164028464
3590641,-98.3242143446161
3600640,-97.177493291584
3610639,-97.5554898064916
3620638,-98.1752076538198
3630637,-97.6289508694311
3640636,-97.3642377619415
3650635,-98.1281198279199
3660634,-97.6522084523578
3670633,-97.7131598192595
3680632,-97.2566039428557
3690631,-97.7884952100273
3700630,-97.5438716799408
3710629,-97.785690973351
3720628,-98.5818670687949
3730627,-97.4370208218523
3740626,-97.65472632476
3750625,-97.4337060434554
3760624,-98.5158321658561
3770623,-97.4825334967243
3780622,-98.4188530802491
3790621,-96.8683174746961
3800620,-98.2297539217714
3810619,-97.5589365365125
3820618,-98.2944474889692
3830617,-98.1567847304312
3840616,-98.3071438728882
3850615,-98.8082732703856
3860614,-97.8301106002998
3870613,-97.9978229598236
3880612,-98.6117040833555
3890611,-98.19143987174
3900610,-97.5921272078496
3910609,-97.9004895216563
3920608,-98.2651810806547
3930607,-98.7007865855614
3940606,-98.0944699036165
3950605,-97.6819848337967
3960604,-98.1171831459654
3970603,-98.6466768053081
3980602,-98.9571719377182
3990601,-98.3242754772825
4000600,-99.2197147790141
4010599,-99.4356370911283
4020598,-98.8089980567928
4030597,-98.8633271570492
4040596,-99.0099629746127
4050595,-98.5696726649583
4060594,-98.6603701081391
4070593,-98.5201871234733
4080592,-98.6005924721111
4090591,-98.4591531752795
4100590,-99.5151022828752
4110589,-99.2466903081521
4120588,-98.5877931838576
4130587,-98.7516963767036
4140586,-99.0328413648258
4150585,-99.4564758192932
4160584,-97.8408297280967
4170583,-98.4327010599426
4180582,-98.7969602052262
4190581,-99.0295726017384
4200580,-99.1556888816298
4210579,-98.9608549321381
4220578,-98.6926075029401
4230577,-98.4124828482021
4240576,-98.7453485737986
4250575,-98.6366112531625
4260574,-99.3726376306525
4270573,-99.1423250001167
4280572,-99.2872107241197
4290571,-98.4936857016354
4300570,-99.5770571477293
4310569,-98.7106679040064
4320568,-99.2748822050075
4330567,-99.1359513824457
4340566,-99.6009382343319
4350565,-99.0127495864776
4360564,-98.8292484518064
4370563,-98.4255928835213
4380562,-98.8037802016287
4390561,-98.8745128217756
4400560,-99.0134739926749
4410559,-98.7318255655433
4420558,-98.7619816625104
4430557,-98.4954340017965
4440556,-98.6004942899917
4450555,-98.7560266810764
4460554,-98.5113625336152
4470553,-99.0455480795543
4480552,-98.3839668820783
4490551,-99.4993080936233
4500550,-98.3375422444918
4510549,-98.8635908956212
4520548,-98.9323366991688
4530547,-99.135936758762
4540546,-98.5347536420063
4550545,-99.1045352542033
4560544,-99.2476725576883
4570543,-99.0251721760445
4580542,-98.8533696934321
4590541,-98.7339306056071
4600540,-99.7842668472222
4610539,-98.470624497575
4620538,-98.8978879066328
4630537,-98.9917187975776
4640536,-99.372918319762
4650535,-99.1504772825789
4660534,-98.5518917011617
4670533,-99.1728429313741
4680532,-99.2302422682324
4690531,-98.9636382395183
4700530,-98.2462693666038
